kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
6422070,K00852.01,Kepler-704 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.76182115,171.90371,0.8793,3.3906,540,2.59,1120,372.62,35.4,1,q1_q12_tce,5653,4.472,0.949,283.31638,41.83712,15.257
9471974,K00119.01,Kepler-108 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,49.18394922,141.911878,0.4118,11.3771,1645.7,8.97,706,58.63,341.4,1,q1_q12_tce,5854,3.9,2.192,294.55917,46.062328,12.654
6428700,K00853.01,Kepler-242 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,8.2039687,169.69069,0.8007,2.9478,1078.3,3.04,742,71.5,58.7,1,q1_q12_tce,5015,4.499,0.826,286.5657,41.808399,15.376
6428700,K00853.02,Kepler-242 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,14.49643531,143.41518,0.9505,3.862,657.1,2.82,613,33.48,28.9,2,q1_q12_tce,5015,4.499,0.826,286.5657,41.808399,15.376
6435936,K00854.01,Kepler-705 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,56.0560538,201.16561,0.0178,4.595,1809.9,1.96,229,0.64,30.6,1,q1_q12_tce,3593,4.784,0.47,289.50848,41.812119,15.849
6522242,K00855.01,Kepler-706 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,41.40831348,195.787445,0.3253,5.023,24390.9,11.71,453,9.93,919.4,1,q1_q12_tce,5522,4.586,0.747,291.76041,41.944069,15.196
8150320,K00904.03,Kepler-55 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,42.1412664,139.05827,1.3499,7.891,1207.4,27.87,356,3.81,28.8,5,q1_q12_tce,4505,4.61,0.658,285.16833,44.026459,15.791
11086270,K00124.02,Kepler-110 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,31.71982498,142.82066,0.0971,4.8194,370.6,3.54,786,90.37,62.6,2,q1_q12_tce,5887,3.938,1.843,292.92914,48.60281,12.935
8150320,K00904.04,Kepler-55 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.61746693,135.05229,0.6,2.1993,493.3,1.51,744,72.56,24,2,q1_q12_tce,4505,4.61,0.658,285.16833,44.026459,15.791
8150320,K00904.05,Kepler-55 f,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.19851808,137.92008,0.5496,2.473,567.9,1.6,572,25.25,19.9,4,q1_q12_tce,4505,4.61,0.658,285.16833,44.026459,15.791
8180063,K00905.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,5.795061419,172.697895,0.9438,3.216,1873.8,4.63,957,198.46,124.5,1,q1_q12_tce,5887,4.559,0.837,296.50754,44.036072,15.289
10386984,K00739.01,Kepler-658 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.287076762,169.815442,0.0873,1.5086,786.4,1.42,860,129.27,65.3,1,q1_q12_tce,3733,4.747,0.51,282.9838,47.57859,15.488
10395381,K00740.01,Kepler-659 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,17.671796,186.3686,0.6682,3.2554,1005.5,2.33,516,16.75,38.4,1,q1_q12_tce,4867,4.626,0.696,287.60818,47.509682,15.556
10418797,K00741.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,23.35534392,169.8338441,0.83,4.60776,41521.2,22.02,602,30.96,1228.3,,,5754,4.534,0.905,296.95724,47.55381,15.278
10419211,K00742.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,11.52144611,170.839656,4.0693,3.62581,19618.2,297.97,754,76.56,635.4,,,5804,4.553,0.85,297.07993,47.597401,15.472
10464078,K00743.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,19.40398222,172.482574,0.9832,9.7265,4582,7.9,523,17.69,29.3,1,q1_q12_tce,5043,4.591,0.68,289.25821,47.635319,15.487
10480982,K00744.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,19.22138615,184.5522893,1.0736,4.80831,79324,51.4,698,55.97,2043.1,,,6117,4.496,0.947,295.81454,47.69035,15.341
3342970,K00800.02,Kepler-234 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.21204152,172.81755,0.0074,4.0598,1083.3,3.51,1015,250.42,51.9,2,q1_q12_tce,6167,4.444,1.064,291.65353,38.494659,15.541
3351888,K00801.01,Kepler-685 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.6255222,170.826671,0.0015,2.38785,8677.7,9.74,1572,1443.75,832.2,1,q1_q12_tce,5717,4.394,1.057,293.87192,38.422939,15.001
3453214,K00802.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,19.62034739,181.881844,0.3365,1.9826,23905.1,12,605,31.59,354.2,1,q1_q12_tce,5733,4.592,0.77,293.81619,38.563568,15.562
8395660,K00116.03,Kepler-106 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,6.16491696,135.63743,0.5416,3.227,63.7,0.85,1035,271.63,14.6,3,q1_q12_tce,5881,4.388,1.029,300.86398,44.337551,12.882
3554600,K00803.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,7.54405475,171.79505,1.4277,5.906,396.9,39.76,836,115.3,16.2,2,q1_q12_tce,5648,4.566,0.818,293.94116,38.601101,15.559
6526710,K00856.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,39.7489401,172.854565,0.8782,7.3053,16070.3,14.57,552,21.87,577.8,1,q1_q12_tce,6122,4.487,0.964,293.17929,41.969238,15.344
6587280,K00857.01,Kepler-243 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.71542485,174.87981,0.0384,2.5248,987.5,2.48,842,118.57,56,1,q1_q12_tce,5228,4.585,0.811,285.11047,42.033958,15.086
6587280,K00857.02,Kepler-243 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,20.026231,146.90849,0.1414,1.17,473.2,1.73,554,22.24,17,2,q1_q12_tce,5228,4.585,0.811,285.11047,42.033958,15.086
6599919,K00858.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,13.61014828,173.987309,1.0172,2.5788,6148.5,14.4,733,68.29,239.2,1,q1_q12_tce,5697,4.46,0.903,289.89777,42.009151,15.06
6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,10.44330179,175.40547,1.0809,3.876,1312,11.71,668,46.94,52.5,1,q1_q12_tce,4947,4.516,0.802,286.24356,42.148811,15.546
6680177,K00860.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,16.61474421,177.04832,,2.77,,,,,,,,,,,288.24796,42.10746,15.245
8226994,K00906.01,Kepler-250 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.15681773,174.13492,0.2683,2.5918,949.3,2.41,773,84.6,47.5,1,q1_q12_tce,5162,4.566,0.795,289.59476,44.141949,15.46
8226994,K00906.02,Kepler-250 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,17.64830992,133.54565,0.0816,2.0201,823.2,2.23,573,25.42,22.4,2,q1_q12_tce,5162,4.566,0.795,289.59476,44.141949,15.46
8226994,K00906.03,Kepler-250 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.14808732,133.39145,0.5212,2.459,204.4,1.16,928,175.04,13.5,3,q1_q12_tce,5162,4.566,0.795,289.59476,44.141949,15.46
8247638,K00907.01,Kepler-251 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,16.5141282,176.11566,0.1148,4.1189,1125.2,3.59,762,79.78,56.6,1,q1_q12_tce,5883,4.35,1.074,296.56622,44.105862,15.223
8247638,K00907.02,Kepler-251 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,30.1329303,190.38333,0.8542,5.214,1195.2,4.25,624,35.78,49,2,q1_q12_tce,5883,4.35,1.074,296.56622,44.105862,15.223
10485250,K00745.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,16.46983563,180.881539,0.0073,9.4283,11445.7,8.21,595,29.61,413.9,1,q1_q12_tce,5152,4.517,0.786,297.15442,47.668701,15.788
10526549,K00746.01,Kepler-660 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,9.27358194,173.258019,0.2361,3.3004,1366.7,2.52,649,41.85,83.1,1,q1_q12_tce,4856,4.583,0.696,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,6.029301321,171.60329,0.3748,1.5798,2114.4,3.14,685,52.09,65.5,1,q1_q12_tce,4536,4.636,0.693,283.71088,47.86327,15.784
10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.696365214,170.7388,0.0618,3.6596,482.6,1.74,1066,305.34,54,,,4989,4.504,0.819,283.76547,47.804298,15.269
2306756,K00113.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,386.6030528,166.342079,0.9765,6.8057,24926.6,41.5,297,1.84,994,,,5543,4.081,1.58,292.27374,37.671558,12.394
10601284,K00749.01,Kepler-226 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.34955671,171.80662,0.8201,3.2079,889.9,2.7,918,167.93,60.5,1,q1_q12_tce,5559,4.572,0.806,292.37613,47.880989,15.416
3641726,K00804.01,Kepler-1727 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,9.0293089,177.20351,0.0207,3.1323,1138.7,2.72,757,77.75,52.5,1,q1_q12_tce,5349,4.526,0.82,290.33362,38.72823,15.387
3734868,K00805.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,10.32803312,174.581229,0.0241,7.78794,18931.6,13.94,843,119.31,959.8,1,q1_q12_tce,5627,4.359,1.024,287.69675,38.886452,15.646
3832474,K00806.01,Kepler-30 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,143.2063518,154.23509,0.3889,8.9776,11636.8,9.36,308,2.14,190.6,2,q1_q12_tce,5485,4.556,0.867,285.28363,38.947281,15.403
3832474,K00806.02,Kepler-30 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,60.32488611,243.893468,0.2149,6.656,22617.9,12.88,411,6.77,480.8,1,q1_q12_tce,5485,4.556,0.867,285.28363,38.947281,15.403
3832474,K00806.03,Kepler-30 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,29.1598615,150.69922,0.3619,4.803,488,1.91,524,17.85,11.6,,,5485,4.556,0.867,285.28363,38.947281,15.403
9471974,K00119.02,Kepler-108 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,190.3216564,312.6756,0.8046,15.234,1117.5,8.15,449,9.65,141.8,2,q1_q12_tce,5854,3.9,2.192,294.55917,46.062328,12.654
6685526,K00861.01,Kepler-707 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,2.237492751,170.81745,0.103,1.8241,330.9,1.35,1129,384.08,34.9,1,q1_q12_tce,5228,4.6,0.755,290.00757,42.116459,15.001
6756669,K00862.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,5.851520571,173.82283,0.0107,3.11302,36459.6,15.3,901,155.89,1981,,,5532,4.53,0.806,284.08731,42.233231,15.33
6784235,K00863.01,Kepler-708 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.167891938,172.148586,0.4268,2.1875,900.6,2.87,1221,526.23,65.1,1,q1_q12_tce,5895,4.503,0.94,293.81647,42.212502,15.533
6849310,K00864.01,Kepler-244 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.311779906,173.576558,0.4187,2.7212,1255.5,2.87,986,223.51,88.2,1,q1_q12_tce,5565,4.574,0.802,287.24268,42.301369,15.604
6849310,K00864.02,Kepler-244 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,20.05040157,188.08847,0.8352,4.826,930.2,2.78,591,28.78,37.8,2,q1_q12_tce,5565,4.574,0.802,287.24268,42.301369,15.604
8247638,K00907.03,Kepler-251 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.79091735,136.30742,0.0148,2.714,284.3,1.8,1151,414.79,21,4,q1_q12_tce,5883,4.35,1.074,296.56622,44.105862,15.223
8247638,K00907.04,Kepler-251 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,99.6409653,198.68981,0.6694,4.439,1175.8,3.89,419,7.26,22.7,3,q1_q12_tce,5883,4.35,1.074,296.56622,44.105862,15.223
11449844,K00125.01,Kepler-468 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,38.47875707,151.853006,0.0154,5.05845,24179.9,13.44,484,13.01,1573.8,,,5510,4.539,0.879,288.90222,49.370491,13.779
8255887,K00908.01,Kepler-720 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.708326542,171.44652,0.0078,3.17455,8677.8,11.1,1162,431.02,647.9,1,q1_q12_tce,5560,4.246,1.21,298.63565,44.17094,15.113
8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,16.3719521,172.759675,1.3307,3.5184,5913,27.78,438,8.71,100.8,1,q1_q12_tce,4187,4.656,0.592,298.67862,44.175499,15.654
10601284,K00749.02,Kepler-226 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.94104632,136.08838,0.0086,2.5444,396.7,1.59,1017,252.42,28.8,2,q1_q12_tce,5559,4.572,0.806,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,8.10904671,132.80415,0.3038,3.567,220,1.19,799,96.38,13.4,3,q1_q12_tce,5559,4.572,0.806,292.37613,47.880989,15.416
10662202,K00750.01,Kepler-662 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,21.67697486,171.5375,0.0076,3.1263,885.9,1.54,430,8.09,35.1,1,q1_q12_tce,4722,4.723,0.527,290.46512,47.92918,15.377
10662202,K00750.02,,CANDIDATE,CANDIDATE,,0,0,0,0,5.04414507,132.52051,0.5092,1.565,180.1,0.72,699,56.42,10.4,2,q1_q12_tce,4722,4.723,0.527,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.99678284,171.74158,0.3083,2.09,1032.7,2.7,917,166.95,29.8,1,q1_q12_tce,5339,4.552,0.847,297.80826,47.946671,15.861
3832474,K00806.04,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,381.850599,296.4969,0.4148,4.772,1702,3.59,222,0.58,13.8,3,q1_q12_tce,5485,4.556,0.867,285.28363,38.947281,15.403
3832474,K00806.05,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,412.041857,354.8569,0.1068,5.572,1959,3.77,217,0.52,12.3,4,q1_q12_tce,5485,4.556,0.867,285.28363,38.947281,15.403
3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.540396006,170.5055,1.3645,2.4516,1276.2,40.15,1471,1105.68,58.1,,,5663,4.53,0.915,286.92639,38.921631,15.974
3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.99025788,171.9838,1.0077,7.318,800.3,4.76,919,168.45,49.8,1,q1_q12_tce,4667,4.578,0.731,287.74881,38.92955,15.842
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,,0,0,0,0,23.9802348,147.53282,0.2506,4.611,92.7,0.99,658,44.45,13.7,,,5881,4.388,1.029,300.86398,44.337551,12.882
6849310,K00864.03,Kepler-244 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,9.76734365,186.5782,0.3397,1.4621,617,2,751,75.17,20.6,3,q1_q12_tce,5565,4.574,0.802,287.24268,42.301369,15.604
6862328,K00865.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,119.0206251,222.236685,0.1968,8.1192,7635.7,7.58,348,3.49,229.3,1,q1_q12_tce,5796,4.544,0.871,291.58377,42.36816,15.085
6862603,K00866.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,2.861161193,171.647962,0.8628,1.594,1183.8,4.05,1355,797.1,66,,,6126,4.458,1.021,291.67172,42.343109,15.618
6863998,K00867.01,Kepler-709 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,16.08524954,180.28078,0.1067,3.5655,1558.6,3.19,613,33.43,69.4,1,q1_q12_tce,5239,4.523,0.826,292.10519,42.380322,15.219
6867155,K00868.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,235.9980206,208.4013,0.8123,8.3255,21802,8.88,157,0.14,324.3,1,q1_q12_tce,3822,4.73,0.53,293.00797,42.307201,15.172
8414716,K00910.01,Kepler-721 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.392025388,171.727421,0.2686,2.981,1222.7,2.76,851,123.92,78.3,1,q1_q12_tce,5192,4.583,0.802,284.43051,44.48053,15.651
8490993,K00911.01,Kepler-722 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.093573252,171.00987,0.1554,2.2856,601.8,2.46,1182,461.07,36.7,1,q1_q12_tce,6077,4.471,0.999,290.26328,44.55645,15.399
8490993,K00911.02,Kepler-722 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,105.144749,178.3666,0.4834,7.239,704.5,2.71,401,6.09,18.9,2,q1_q12_tce,6077,4.471,0.999,290.26328,44.55645,15.399
8505670,K00912.01,Kepler-252 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.84844792,171.80558,0.1377,2.9596,1743.3,2.38,500,14.78,113.9,1,q1_q12_tce,4208,4.681,0.59,295.57935,44.545959,15.058
8505670,K00912.02,Kepler-252 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,6.66834872,137.43749,0.3051,1.912,428.8,1.2,588,28.25,14.3,2,q1_q12_tce,4208,4.681,0.59,295.57935,44.545959,15.058
8544996,K00913.01,Kepler-723 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.082275068,169.6375295,0.0101,3.23796,18815.1,10.85,1019,254.43,1856.3,,,5649,4.573,0.797,284.83047,44.658138,15.198
10797460,K00752.01,Kepler-227 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,9.48803146,170.53845,0.873,3.0917,653.6,3.1,881,142.17,36,1,q1_q12_tce,5850,4.426,1.04,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,54.418464,162.51026,0.0375,4.401,903.7,3.1,492,13.86,26.1,2,q1_q12_tce,5850,4.426,1.04,291.93423,48.141651,15.347
10811496,K00753.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,19.89913981,175.850425,37.4296,1.7896,11662.1,3462.25,639,39.3,190,1,q1_q12_tce,5853,4.544,0.868,297.00482,48.134129,15.436
10848459,K00754.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,1.736952479,170.307583,1.2717,2.4109,8706.7,34.04,1404,919.79,571,,,5795,4.546,0.803,285.53461,48.28521,15.597
6721123,K00114.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,7.36178044,132.25033,1.1464,5.0378,323.3,35.33,1342,767.22,82.5,1,q1_q12_tce,6227,3.986,1.958,298.86435,42.151569,12.66
3935914,K00809.01,Kepler-686 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.594745463,170.6483223,0.4694,1.9561,16504.9,11.77,1540,1329.42,1054,1,q1_q12_tce,5934,4.491,0.893,285.21381,39.027481,15.53
3940418,K00810.01,Kepler-1728 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.78300451,170.508352,0.5955,2.3788,1098.8,2.76,886,145.48,76.1,1,q1_q12_tce,5170,4.574,0.807,287.09399,39.060719,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,20.50586978,181.43474,0.2545,4.0602,2379.2,3.62,518,17.06,91.5,1,q1_q12_tce,4905,4.544,0.761,289.31543,39.153278,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.34021995,171.978985,0.6404,1.9145,1875.6,2.18,635,38.42,70.6,1,q1_q12_tce,3887,4.783,0.48,286.07913,39.27832,15.954
4139816,K00812.02,Kepler-235 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,20.06037454,147.46545,0.4436,3.3264,1656.3,1.99,350,3.53,35.4,2,q1_q12_tce,3887,4.783,0.48,286.07913,39.27832,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,46.18415,165.23677,0.0682,4.667,1630.5,1.94,265,1.16,28.1,3,q1_q12_tce,3887,4.783,0.48,286.07913,39.27832,15.954
5812701,K00012.01,Kepler-448 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,17.8552197,146.596388,0.0009,7.42939,9153.6,14.63,942,186.24,1034.5,1,q1_q12_tce,6635,4.193,1.516,297.45374,41.01099,11.353
11869052,K00120.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,20.54552799,137.9141,1.2063,2.0242,538.9,31.09,732,67.93,57,,,5667,4.227,1.231,294.40192,50.172089,12.003
6948054,K00869.01,Kepler-245 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.49017229,174.95104,0.0643,2.7576,1212.4,2.98,821,107.48,60.1,1,q1_q12_tce,5257,4.46,0.874,291.63898,42.436321,15.599
6948054,K00869.02,Kepler-245 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,36.27594657,201.29179,0.1148,4.6701,1676.9,3.5,485,13.12,50.8,2,q1_q12_tce,5257,4.46,0.874,291.63898,42.436321,15.599
6948054,K00869.03,Kepler-245 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,17.46085263,137.26687,0.1153,2.2561,875,2.53,619,34.79,26.3,4,q1_q12_tce,5257,4.46,0.874,291.63898,42.436321,15.599
8552202,K00914.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,3.886651442,169.73908,0.6413,3.1809,614.9,1.92,1009,245.32,48.3,1,q1_q12_tce,5654,4.607,0.737,288.72665,44.60751,15.371
8605074,K00915.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,37.60166151,194.713405,0.3141,7.298,65654,28.48,606,31.86,1786.7,,,6140,4.354,1.096,282.30603,44.714661,15.505
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,NOT DISPOSITIONED,,0,0,0,0,33.80367628,202.25853,0.6729,12.6475,12208.9,21.02,745,72.71,666.1,,,5855,3.999,1.796,297.47586,41.114288,13.109
8628973,K00916.01,Kepler-724 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.314946338,171.313373,0.0171,1.7069,1519.2,3.63,1155,421.03,125.4,1,q1_q12_tce,5609,4.481,0.944,293.45483,44.792789,15.142
8655354,K00917.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,6.71968675,173.3578,0.9871,3.0086,1094.1,4.77,952,194.18,45.4,1,q1_q12_tce,5931,4.479,0.866,301.04956,44.706299,15.172
10854555,K00755.01,Kepler-664 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,2.525593315,171.59513,0.183,1.5882,666.3,2.71,1407,926.16,44.7,1,q1_q12_tce,6031,4.438,1.046,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,11.09431923,171.20202,0.2619,4.5483,1690.4,4.02,835,114.81,66.5,1,q1_q12_tce,6046,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.13443005,172.98008,0.7964,3.1797,789.4,3.02,1160,427.65,41.1,2,q1_q12_tce,6046,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,2.56659092,179.55528,0.2281,2.388,254.8,1.56,1360,807.74,15.3,3,q1_q12_tce,6046,4.486,0.972,296.28613,48.22467,15.714
10910878,K00757.01,Kepler-229 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,16.06862959,173.622536,0.0419,3.5458,5317.1,5.27,571,25.07,153.8,1,q1_q12_tce,5126,4.609,0.742,286.99948,48.37579,15.841
4139816,K00812.04,Kepler-235 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.82501206,136.55131,0.5144,2.23,608.4,1.22,478,12.36,15,4,q1_q12_tce,3887,4.783,0.48,286.07913,39.27832,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.895936844,170.527525,0.541,2.3389,9704.4,7.92,1011,247.08,372.4,1,q1_q12_tce,5557,4.58,0.781,294.65524,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,22.36656079,175.45508,0.0848,5.151,1095.6,2.45,544,20.67,30.8,1,q1_q12_tce,5413,4.594,0.751,294.71063,39.52174,15.583
4544670,K00815.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,34.84399566,172.633209,0.9177,2.8954,4797,7.49,511,16.1,69.1,1,q1_q12_tce,5509,4.482,0.871,285.92001,39.624828,15.684
10875245,K00117.01,Kepler-107 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,14.74913518,138.77878,0.6808,6.1887,420.5,3.07,875,138.71,107.2,1,q1_q12_tce,5851,4.192,1.411,297.02826,48.208611,12.487
6948054,K00869.04,Kepler-245 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.219821056,133.0031,0.0676,2.1157,504,1.92,1088,331.28,33.5,3,q1_q12_tce,5257,4.46,0.874,291.63898,42.436321,15.599
6949607,K00870.01,Kepler-28 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.912268297,172.18429,0.6052,2.4234,1062.9,1.92,585,27.72,76.4,1,q1_q12_tce,4072,4.697,0.57,292.13702,42.42942,15.036
6949607,K00870.02,Kepler-28 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,8.98584768,175.68273,0.801,3.028,905.3,1.94,509,15.86,58.4,2,q1_q12_tce,4072,4.697,0.57,292.13702,42.42942,15.036
7031517,K00871.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,12.94066911,179.4230039,0.877,2.49202,45225.7,22.57,715,61.83,1141,1,q1_q12_tce,5834,4.577,0.797,291.11969,42.507069,15.215
7109675,K00872.01,Kepler-46 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,33.60122066,186.680435,0.7084,4.4539,7857.7,8.83,495,14.22,245.7,1,q1_q12_tce,5149,4.447,0.93,289.26874,42.604172,15.262
8951215,K00924.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,39.4760026,173.30907,0.9522,3.199,1148.4,4.44,577,26.13,25.7,1,q1_q12_tce,6225,4.45,1.031,291.20804,45.244389,15.229
9016295,K00925.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,19.97448643,171.6300292,0.8781,4.23835,43079.8,27.13,700,56.84,1505.9,,,6108,4.471,0.997,289.72748,45.367661,15.217
