kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
5467124,K02161.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.84574083,134.27518,1.2221,10.104,255.7,24.49,1259,593.34,97.7,1,q1_q12_tce,5878,4.512,0.945,296.67761,40.65369,13.591
9205938,K02162.01,Kepler-1126 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,108.593329,173.75102,0.0463,7.988,349.6,1.58,375,4.67,25.1,1,q1_q12_tce,6106,4.556,0.844,285.69199,45.689388,14.033
9205938,K02162.02,Kepler-1126 c,CONFIRMED,CANDIDATE,,0,0,0,0,199.664537,131.6241,0.5881,8.583,307.2,1.54,306,2.07,16.3,2,q1_q12_tce,6106,4.556,0.844,285.69199,45.689388,14.033
11358389,K02163.01,Kepler-365 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.66487537,132.01096,0.6039,3.113,291.5,1.83,868,134.22,24,1,q1_q12_tce,6011,4.429,1.03,295.62659,49.130428,14.651
11358389,K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,,0,0,0,0,17.7835598,146.92672,0.3495,4.013,245.8,1.63,732,67.91,17.3,2,q1_q12_tce,6011,4.429,1.03,295.62659,49.130428,14.651
5364071,K00248.01,Kepler-49 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.203850636,170.286726,0.166,2.5556,1934.7,2.23,493,13.94,108.7,1,q1_q12_tce,3816,4.755,0.51,292.29459,40.591789,15.264
12058204,K02218.01,Kepler-373 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.53532955,132.76176,0.1376,2.8213,271.4,1.38,962,202.49,25,1,q1_q12_tce,5783,4.543,0.842,289.388,50.59705,14.514
12058204,K02218.02,Kepler-373 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,16.726052,143.74728,0.4238,2.752,181.8,1.15,665,46.3,10.9,2,q1_q12_tce,5783,4.543,0.842,289.388,50.59705,14.514
5357545,K02219.01,Kepler-1809 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.757291599,133.96037,0.0192,0.9205,258.5,1.17,907,159.91,25,1,q1_q12_tce,5003,4.598,0.738,290.26535,40.548649,14.099
6871071,K02220.01,Kepler-374 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.28280266,131.89994,0.202,3.2436,146.1,1.09,1226,533.9,23.5,3,q1_q12_tce,5975,4.48,0.9,294.13791,42.370499,14.686
3458028,K02276.01,Kepler-1171 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.44259224,134.0722,0.0628,3.0151,174.5,2.73,2700,12557.23,60.9,1,q1_q12_tce,7216,3.983,2.043,294.95892,38.591572,11.558
2860793,K02277.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.629854102,132.06925,1.5491,6.429,401.2,96.28,1871,2895.66,80.9,1,q1_q12_tce,6888,4.181,1.562,293.20831,38.003319,13.395
3342794,K02278.01,Kepler-376 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,14.17220432,142.60341,0.0388,2.529,259.8,1.72,804,98.7,23.3,1,q1_q12_tce,5906,4.354,1.073,291.60718,38.410389,13.776
3342794,K02278.02,Kepler-376 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.92031217,135.4057,0.1627,4.036,79.4,0.95,1143,404.08,17.1,2,q1_q12_tce,5906,4.354,1.073,291.60718,38.410389,13.776
3661886,K02279.01,Kepler-377 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,27.0141783,132.52581,0.0564,5.336,295.9,1.58,626,36.35,25.7,1,q1_q12_tce,6167,4.487,0.913,295.422,38.735691,13.86
10232693,K02341.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,0.990516623,131.84028,0.986,2.013,173.9,4.58,2844,15469.83,31.9,1,q1_q12_tce,5975,3.755,2.399,299.84909,47.20256,13.405
10212441,K02342.01,Kepler-1199 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,15.0447198,133.20727,0.2632,5.819,103.7,1.08,791,92.58,24.3,1,q1_q12_tce,5934,4.349,1.055,293.72586,47.24704,13.037
6119141,K02343.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,29.0728152,136.96988,0.8801,2.591,479.4,2.67,614,33.69,23.3,1,q1_q12_tce,5799,4.37,1.042,290.37512,41.43375,14.409
6521045,K00041.01,Kepler-100 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,12.81588378,122.94824,0.5891,6.3728,218.1,2.28,946,189.05,110.3,1,q1_q12_tce,5825,4.125,1.49,291.38599,41.990269,11.197
7021681,K00255.01,Kepler-505 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,27.52197994,189.823547,0.1244,4.0704,2500.8,2.51,313,2.26,96,1,q1_q12_tce,3770,4.747,0.51,287.85812,42.542629,15.108
7204981,K02164.01,Kepler-1127 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.12330347,132.08566,0.9244,2.9984,282.7,1.58,907,160.08,23.7,1,q1_q12_tce,5510,4.594,0.762,293.21738,42.720711,15.162
7906739,K02165.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,7.01480719,136.87956,0.6955,3.898,116,1,929,175.85,26.2,,,5912,4.501,0.87,296.8017,43.654259,13.601
8478994,K00245.01,Kepler-37 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,39.79223792,175.250131,0.0269,4.4474,604.4,1.88,456,10.21,241.7,1,q1_q12_tce,5417,4.567,0.772,284.05954,44.518215,9.705
4370527,K02166.01,Kepler-1128 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,61.6178167,179.07877,0.5148,3.752,1532.8,3.59,423,7.56,20.7,1,q1_q12_tce,5609,4.539,0.898,293.06335,39.40345,15.722
6041734,K02167.01,Kepler-1129 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,24.3397804,136.05935,0.5363,3.292,788.6,2.98,690,53.59,27.6,1,q1_q12_tce,6240,4.406,1.025,291.60449,41.309361,15.28
6041734,K02167.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,6.95787,359.007,0.1686,4.537,182.3,1.39,1047,284.4,1.8,,,6240,4.406,1.025,291.60449,41.309361,15.28
6871071,K02220.02,Kepler-374 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.02818614,134.10928,0.6126,3.5644,187.4,1.29,1063,302.13,25.3,2,q1_q12_tce,5975,4.48,0.9,294.13791,42.370499,14.686
6871071,K02220.03,Kepler-374 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.897834018,132.67609,0.0953,2.6957,133.6,1.04,1471,1106.24,25.6,1,q1_q12_tce,5975,4.48,0.9,294.13791,42.370499,14.686
6871071,K02220.04,,CANDIDATE,CANDIDATE,,0,0,0,0,7.66464553,137.38061,0.1298,3.599,131.4,1.03,924,171.96,14.7,4,q1_q12_tce,5975,4.48,0.9,294.13791,42.370499,14.686
6871071,K02220.05,,CANDIDATE,CANDIDATE,,0,0,0,0,11.9294568,133.74078,0.3789,3.193,132.3,1.05,797,95.42,11.7,5,q1_q12_tce,5975,4.48,0.9,294.13791,42.370499,14.686
6287313,K02221.01,Kepler-1147 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.62784997,137.82181,0.9165,5.013,353.5,2.3,871,136.34,21.3,1,q1_q12_tce,6082,4.445,1.014,292.54752,41.64296,15.401
3661886,K02279.02,Kepler-377 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,12.5094525,136.99228,0.3103,3.456,157.9,1.16,810,101.51,14.6,2,q1_q12_tce,6167,4.487,0.913,295.422,38.735691,13.86
2439243,K02280.01,Kepler-1172 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,26.0204423,154.52468,0.3694,4.84,1296.3,3.26,586,27.91,23.4,1,q1_q12_tce,5806,4.528,0.899,290.47452,37.766602,15.889
9757613,K00250.04,Kepler-26 e,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,46.827714,136.74368,0.162,1.9023,1684.6,2.11,273,1.32,29.9,3,q1_q12_tce,3887,4.73,0.53,284.94098,46.56654,15.473
9221517,K02281.01,Kepler-1173 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,0.7698536,132.52142,0.6139,1.0276,111.6,0.91,1643,1724.44,30,1,q1_q12_tce,5178,4.556,0.818,293.1311,45.663551,13.829
6751874,K02282.01,Kepler-1174 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,6.89225223,132.4643,0.0864,2.4556,226,1.4,962,202.71,20.5,1,q1_q12_tce,6046,4.509,0.927,281.83145,42.298908,14.207
7967861,K02349.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,215.15218,171.913,0.2999,19.97,264.2,1.36,287,1.61,6.7,,,5914,4.563,0.828,294.53214,43.75441,15.075
6200235,K02350.01,Kepler-1205 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.078390352,133.24975,0.1665,1.2297,325.8,1.75,1665,1817.38,37.3,1,q1_q12_tce,5325,4.384,0.985,290.27969,41.515049,15.143
1872821,K02351.01,Kepler-1828 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.27377201,134.65926,0.1246,3.233,417.9,1.74,774,84.84,20.2,1,q1_q12_tce,5718,4.549,0.856,292.42758,37.320808,14.909
8013439,K02352.01,Kepler-381 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,13.39152873,133.05559,0.0141,3.381,46.1,1.41,1198,486.94,25.3,2,q1_q12_tce,6550,3.916,2.058,285.1828,43.831078,10.421
8013439,K02352.02,Kepler-381 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.62902579,134.74872,0.4366,3.8459,38.3,1.31,1599,1544.99,35.6,1,q1_q12_tce,6550,3.916,2.058,285.1828,43.831078,10.421
7021681,K00255.02,,CANDIDATE,CANDIDATE,,0,0,0,0,13.603082,140.402,0.4626,2.521,173.8,0.68,395,5.77,13.4,2,q1_q12_tce,3770,4.747,0.51,287.85812,42.542629,15.108
6041734,K02167.03,Kepler-1129 c,CONFIRMED,CANDIDATE,,0,0,0,0,76.5369586,164.15492,0.0644,5.693,711.9,2.75,471,11.62,18.7,2,q1_q12_tce,6240,4.406,1.025,291.60449,41.309361,15.28
11308499,K02168.01,Kepler-366 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.28192091,132.4238,0.3287,2.8276,201.1,1.48,1318,714.01,25.3,2,q1_q12_tce,6210,4.45,1.033,296.85205,49.084438,14.842
11308499,K02168.02,Kepler-366 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,12.51618164,135.02829,0.1724,4.871,296.1,1.79,844,119.76,22.4,1,q1_q12_tce,6210,4.45,1.033,296.85205,49.084438,14.842
9006186,K02169.01,Kepler-1130 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,5.45298175,134.15102,0.4829,2.1051,94.1,0.86,916,166.26,31.4,1,q1_q12_tce,5406,4.527,0.879,285.20749,45.38435,12.404
9006186,K02169.02,Kepler-1130 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.266612036,136.08707,0.2338,2.0589,57,0.66,1086,328.52,24.4,2,q1_q12_tce,5406,4.527,0.879,285.20749,45.38435,12.404
9289704,K02222.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,34.13557,157.8004,0.1799,9.16,585.6,13.59,1526,1281.86,8.6,,,7818,3.365,5.555,295.24734,45.757401,12.963
5364071,K00248.02,Kepler-49 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.91274807,169.85236,0.9458,2.8001,1579.3,2.63,429,8.03,63.2,3,q1_q12_tce,3816,4.755,0.51,292.29459,40.591789,15.264
9278725,K02223.01,Kepler-1148 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.104463509,132.32076,0.0959,1.0547,493.5,1.64,1396,898.79,39.6,1,q1_q12_tce,5002,4.543,0.753,290.95355,45.719528,15.277
8892157,K02224.01,Kepler-1149 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.73089898,132.89466,0.4454,2.807,204.5,1.27,1115,365.36,21.9,1,q1_q12_tce,5830,4.54,0.876,294.18927,45.151581,14.966
8892157,K02224.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,86.130534,200.9117,0.072,3.321,285.2,1.47,391,5.55,3.7,,,5830,4.54,0.876,294.18927,45.151581,14.966
11569782,K02225.01,Kepler-1150 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,2.787868386,133.90434,0.3809,2.0252,200.9,2.41,1432,993.06,24.6,1,q1_q12_tce,4827,3.942,1.727,296.72449,49.532711,14.435
10206675,K02283.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,17.40215223,141.92929,0.0753,2.978,633.6,1.37,402,6.18,25.4,1,q1_q12_tce,3990,4.69,0.578,291.37744,47.21257,15.245
3851130,K02284.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,2.69791698,133.64811,0.4973,2.343,119.5,1.51,1512,1235.14,34.6,1,q1_q12_tce,5609,4.114,1.348,291.69385,38.964069,13.265
9945370,K02285.01,Kepler-1175 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,37.94563,134.78267,0.3029,4.025,1194.2,3.01,516,16.76,23.8,1,q1_q12_tce,5870,4.545,0.867,289.1427,46.812889,15.939
8973129,K02286.01,Kepler-1176 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,24.1738579,135.62444,0.2271,3.057,578.5,1.9,552,21.94,21.1,1,q1_q12_tce,5534,4.571,0.796,297.91974,45.274158,15.056
9718066,K02287.01,Kepler-378 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,16.09231474,142.51665,0.7902,2.0028,136.9,2.38,812,102.7,22.2,1,q1_q12_tce,4799,3.906,1.818,294.94858,46.438641,12.485
8612275,K02111.02,Kepler-360 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.1864526,136.62358,0.1018,1.4341,417,2.11,998,234.86,25.5,2,q1_q12_tce,6052,4.424,1.028,286.28473,44.781551,14.866
10470616,K02112.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,4.15712883,132.21827,0.0834,1.8148,80.5,1.22,1409,932.82,26,1,q1_q12_tce,6453,4.286,1.346,291.96689,47.698456,12.28
7207061,K02113.01,Kepler-417 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,15.94251522,146.33004,0.0327,3.4926,1164.8,2.7,616,34.06,33.4,1,q1_q12_tce,5376,4.576,0.806,293.82431,42.779701,15.886
7207061,K02113.02,Kepler-417 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,12.33090437,361.97363,0.1851,3.0549,979.8,2.49,671,47.99,29.1,2,q1_q12_tce,5376,4.576,0.806,293.82431,42.779701,15.886
6921944,K02114.01,Kepler-1105 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.421572182,132.18354,0.7437,2.0749,716.8,1.92,697,55.8,33.2,1,q1_q12_tce,4189,4.629,0.656,281.11176,42.45491,15.18
9006186,K02169.03,Kepler-1130 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.27225316,133.22095,0.538,2.1432,52.4,0.65,993,229.76,19.9,3,q1_q12_tce,5406,4.527,0.879,285.20749,45.38435,12.404
9006186,K02169.04,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,2.19250988,132.23621,0.1062,1.95,20.9,0.39,1240,559.14,11,,,5406,4.527,0.879,285.20749,45.38435,12.404
8478994,K00245.02,Kepler-37 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,21.30199109,191.83924,0.0797,3.8131,85.4,0.71,562,23.5,35.2,2,q1_q12_tce,5417,4.567,0.772,284.05954,44.518215,9.705
2860114,K02170.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,0.941602954,132.976259,0.1599,1.0485,599.6,2.03,1607,1575.78,52.5,1,q1_q12_tce,5237,4.481,0.837,293.06598,38.042011,14.834
11410904,K02171.01,Kepler-1131 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,3.53232449,134.74478,0.012,2.8072,236.6,1.44,1189,471.7,25.2,1,q1_q12_tce,5957,4.506,0.937,295.65149,49.261292,14.972
11520459,K02226.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,8.46354764,134.35275,0.7179,1.3931,888.9,2.85,805,99.37,26.4,1,q1_q12_tce,5427,4.495,0.887,297.52542,49.401451,15.338
10600955,K02227.01,Kepler-1151 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,65.6478424,173.30517,0.1605,4.412,673.6,2.49,456,10.24,21.9,1,q1_q12_tce,5788,4.398,0.96,292.2478,47.878448,14.872
10801100,K02228.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,102.6564854,223.250188,,14,,,,,,1,q1_q12_tce,,,,293.41794,48.198849,12.678
4473226,K02229.01,Kepler-1682 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,14.83339324,135.44343,0.8948,4.436,964.7,3.47,729,66.61,24.9,1,q1_q12_tce,5776,4.456,0.942,293.98358,39.57288,15.707
8914779,K02230.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,0.987337194,131.88419,0.0609,2.5413,31.3,1.24,2835,15280.33,32,1,q1_q12_tce,6256,3.842,2.196,300.77875,45.110222,11.511
6780158,K02231.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,2.464164753,131.9193,0.014,1.842,77.9,1.63,1709,2018.62,32.3,1,q1_q12_tce,5238,3.84,1.883,292.6597,42.272831,13.145
9718066,K02287.02,Kepler-378 c,CONFIRMED,FALSE POSITIVE,,0,0,1,0,28.9059687,158.82634,0.2755,2.944,105.1,1.8,668,47.05,16.6,2,q1_q12_tce,4799,3.906,1.818,294.94858,46.438641,12.485
3440978,K02288.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,38.1042632,161.08115,0.9564,3.511,992.2,3.23,456,10.22,19.1,1,q1_q12_tce,5250,4.522,0.771,290.703,38.567032,15.469
3867615,K02289.01,Kepler-379 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,62.7845002,157.30541,0.3499,4.789,335.6,2.12,523,17.7,19,2,q1_q12_tce,6273,4.364,1.139,295.70111,38.945831,13.358
10489206,K00251.01,Kepler-125 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.164383815,171.088183,0.5766,1.8428,2529.1,2.71,596,29.9,151.3,1,q1_q12_tce,3810,4.738,0.52,298.25812,47.604939,14.752
3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,,0,0,0,0,20.0984215,207.57492,0.1404,5.176,159.1,1.44,765,80.76,21.3,1,q1_q12_tce,6273,4.364,1.139,295.70111,38.945831,13.358
9532052,K02115.01,Kepler-67 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,15.72589061,133.98597,0.2802,3.839,1422.7,2.81,599,30.51,36,1,q1_q12_tce,5324,4.603,0.751,294.15332,46.166439,16.144
8164012,K02116.01,Kepler-1106 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,1.252752174,133.17052,0.0219,2.0755,210.2,1.39,1775,2346.25,41.3,1,q1_q12_tce,6231,4.488,0.955,291.1452,44.062538,14.69
4140813,K02117.01,Kepler-1795 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,13.36020599,131.81294,0.0249,2.788,804.1,1.91,525,18,21.7,1,q1_q12_tce,4491,4.619,0.706,286.47934,39.269958,15.637
11288051,K00241.02,Kepler-124 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,30.9507608,153.83725,0.5985,4.182,341.2,1.26,446,9.38,23.5,3,q1_q12_tce,5196,4.662,0.657,286.75278,49.064911,14.139
10362031,K02118.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,3.2136979,132.98081,0.5854,2.243,60.8,1.32,1613,1600.18,19.5,1,q1_q12_tce,6200,4.133,1.621,299.26431,47.491791,12.618
4173026,K02172.01,Kepler-1801 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,10.44091127,137.96913,0.7893,3.4464,837.7,3.14,829,111.52,38.1,1,q1_q12_tce,5738,4.426,0.981,295.164,39.201408,15.104
4173026,K02172.02,Kepler-1801 c,CONFIRMED,FALSE POSITIVE,,1,0,0,0,116.582614,246.63259,0.4897,6.05,1177.3,3.43,371,4.47,21,2,q1_q12_tce,5738,4.426,0.981,295.164,39.201408,15.104
11774991,K02173.01,Kepler-367 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,37.8156219,141.10272,0.2145,4.464,275.8,1.15,393,5.66,27.1,1,q1_q12_tce,4722,4.607,0.718,297.29242,49.981628,12.879
11774991,K02173.02,Kepler-367 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,53.5778376,171.19014,0.822,5.447,276.1,1.36,350,3.55,26,2,q1_q12_tce,4722,4.607,0.718,297.29242,49.981628,12.879
8261920,K02174.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,6.69332631,137.7045,0.1232,1.9815,814.6,1.65,585,27.66,23.4,1,q1_q12_tce,4141,4.663,0.608,300.24222,44.141399,15.673
5364071,K00248.03,Kepler-49 d,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,2.576569689,172.127178,0.08,1.5787,924,1.54,694,54.85,66.8,2,q1_q12_tce,3816,4.755,0.51,292.29459,40.591789,15.264
2854181,K02232.01,Kepler-1810 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,101.1326568,210.18281,0.2031,4.298,1642,3.79,380,4.92,25.7,1,q1_q12_tce,5783,4.488,0.939,291.81302,38.088181,15.331
8963721,K02233.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.811457322,132.93468,0.9719,5.171,476.1,2.99,1509,1224.37,91.6,1,q1_q12_tce,5700,4.382,1.008,295.47537,45.239979,14.674
9635510,K02234.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.3519604,131.90898,1.6766,5.358,265.3,75.41,1443,1025.78,28.5,1,q1_q12_tce,6147,4.463,1.003,284.6947,46.372589,15.347
8076630,K02235.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,0.861641846,131.80875,0.4873,1.8172,210.3,1.02,1613,1599.85,37.8,1,q1_q12_tce,5506,4.596,0.688,282.21646,43.93359,14.614
12121570,K02290.01,Kepler-1816 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,91.5009237,165.67236,0.2249,4.848,692.3,1.85,315,2.34,22.2,1,q1_q12_tce,5120,4.624,0.716,296.85101,50.698929,14.447
8410415,K02291.01,Kepler-1817 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,44.2994477,141.27883,0.683,4.367,856.8,2.28,433,8.34,23.2,1,q1_q12_tce,5465,4.608,0.736,282.03329,44.478008,15.115
7257363,K02292.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,5.23338966,133.1374,0.2276,4.148,327.9,1.31,850,123.3,19.3,1,q1_q12_tce,5269,4.612,0.734,282.04895,42.871109,15.516
8321314,K02293.01,Kepler-1683 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,15.03366571,144.98098,0.0418,3.303,366.6,1.92,723,64.64,20.3,1,q1_q12_tce,5522,4.381,1.018,298.45013,44.284012,14.837
6934986,K02294.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,131.485081,177.48496,0.472,5.167,602.5,2.45,364,4.16,17.9,1,q1_q12_tce,6004,4.484,0.977,287.1532,42.421612,14.895
4055304,K02119.01,Kepler-1107 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,0.571038518,131.653538,0.0445,1.042,262.6,1.38,1879,2949.01,59.8,1,q1_q12_tce,5203,4.508,0.865,291.04993,39.14167,14.098
4857213,K02120.01,Kepler-1680 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,8.77426218,132.33457,0.0249,2.1326,261.9,1.42,771,83.63,27.5,1,q1_q12_tce,5146,4.445,0.905,297.07465,39.933849,13.714
9415108,K02121.01,Kepler-1108 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,4.51005748,134.56728,0.1523,2.1605,303.7,1.39,972,210.97,25.6,1,q1_q12_tce,5559,4.572,0.806,296.04233,45.985142,14.979
4262581,K02122.01,Kepler-1109 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,37.6467384,161.4638,0.3661,6.117,428.7,1.77,508,15.76,29.7,1,q1_q12_tce,5758,4.532,0.847,291.64624,39.396629,14.288
8591693,K02123.01,Kepler-1796 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,29.4557154,154.17189,0.0238,3.466,541.2,2.21,598,30.3,25.2,1,q1_q12_tce,6036,4.491,0.949,301.54297,44.60561,14.385
8261920,K02174.02,Kepler-1802 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,33.1364259,169.50405,0.444,3.957,990.3,1.88,343,3.28,12.2,3,q1_q12_tce,4141,4.663,0.608,300.24222,44.141399,15.673
8261920,K02174.03,Kepler-1802 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,7.72515184,176.79921,0.4703,1.562,422.5,1.24,557,22.81,10.3,,,4141,4.663,0.608,300.24222,44.141399,15.673
9022166,K02175.01,Kepler-368 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,26.8476325,142.1706,0.2971,10.008,268.6,1.22,523,17.69,40.7,1,q1_q12_tce,5501,4.577,0.747,291.88004,45.387932,12.848
6956014,K00031.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,0.925588053,169.692315,0.0064,1.8353,384.7,45.27,6642,460202.18,98.9,,,4094,1.627,24.488,294.0318,42.468845,10.795
8478994,K00245.03,Kepler-37 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,13.3669309,184.0734,0.4064,3.733,12.2,0.27,656,43.71,7.4,,,5417,4.567,0.772,284.05954,44.518215,9.705
9022166,K02175.02,Kepler-368 c,CONFIRMED,CANDIDATE,,0,0,0,0,72.381301,179.51635,0.053,7.892,367.3,1.42,376,4.71,27.1,2,q1_q12_tce,5501,4.577,0.747,291.88004,45.387932,12.848
8501062,K02176.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,0,0,0,0,24.40213373,149.47431,,12.57,,,,,,,,,,,294.06879,44.574772,13.424
10723367,K02236.01,Kepler-375 c,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,19.9866157,135.52142,0.9527,4.173,733.3,2.95,629,37.06,20.8,1,q1_q12_tce,5821,4.554,0.848,288.61792,48.098412,15.699
10723367,K02236.02,Kepler-375 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,12.12582991,142.10358,0.3344,3.202,344.3,1.58,743,72.15,13.7,2,q1_q12_tce,5821,4.554,0.848,288.61792,48.098412,15.699
5005121,K02237.01,Kepler-1811 b,CONFIRMED,NOT DISPOSITIONED,,0,0,0,0,76.4217472,164.48378,0.935,8.066,578.9,2.87,442,8.98,23.1,1,q1_q12_tce,6091,4.487,0.967,289.97934,40.14283,15.165
